City,Neighborhood,Listing_Type,Property_Type,Bedrooms,Bathrooms,Size_m2,Has_Pool,Has_Garden,Is_Furnished,Latitude,Longitude,Price_MAD
Casablanca,Bourgogne,Buy,Apartment,3,2,170,0,0,0,33.57336,-7.59595,2237442
Marrakech,Palmeraie,Buy,Apartment,3,1,66,0,0,0,31.62913,-7.9823,1001288
Casablanca,Sidi Maârouf,Buy,Land,0,0,1574,0,0,0,33.5816,-7.55627,15384460
Tangier,Moujahidine,Buy,Riad,3,6,564,1,0,1,35.79521,-5.85112,7738057
Rabat,Hassan,Rent,Studio,1,1,39,0,0,0,34.02266,-6.82339,2651
Rabat,Océan,Buy,Riad,4,5,754,1,1,0,34.05579,-6.87209,13379803
Tangier,Malabata,Buy,Land,0,0,1129,0,0,0,35.75145,-5.84414,10267868
Tangier,Malabata,Rent,Apartment,4,1,127,0,0,0,35.76128,-5.84173,10814
Tangier,Malabata,Rent,Apartment,2,1,140,0,0,1,35.74859,-5.83766,14664
Tangier,Marshane,Rent,Apartment,4,1,66,0,0,0,35.78377,-5.8183,3758
Rabat,Souissi,Rent,Apartment,3,1,136,0,0,1,34.00484,-6.80851,12967
Casablanca,Hay Mockh,Buy,Apartment,3,2,145,0,0,0,33.57037,-7.56418,1668873
Tangier,Moujahidine,Buy,Land,0,0,1776,0,0,0,35.79547,-5.85106,11658869
Rabat,Hay Riad,Buy,Apartment,3,1,108,0,0,0,34.02257,-6.84858,1597781
Marrakech,Guéliz,Buy,Land,0,0,762,0,0,0,31.63804,-7.99481,6113702
Rabat,Océan,Rent,Villa,7,5,689,0,1,1,34.02785,-6.79296,110771
Marrakech,Hivernage,Buy,Land,0,0,1851,0,0,0,31.60898,-7.98061,20608766
Marrakech,Guéliz,Rent,Apartment,4,1,102,0,0,0,31.62325,-7.94287,6565
Rabat,Hassan,Buy,Apartment,2,2,123,0,0,0,34.04172,-6.82854,1478120
Tangier,Marshane,Rent,Apartment,4,2,147,0,0,1,35.77509,-5.83151,11757
Rabat,Océan,Rent,Apartment,2,3,115,0,0,0,34.04702,-6.82142,9251
Casablanca,Anfa,Rent,Studio,1,1,47,0,0,0,33.58117,-7.57179,5511
Casablanca,Hay Mockh,Rent,Apartment,2,1,96,0,0,0,33.54384,-7.58493,8233
Rabat,Hay Riad,Buy,Riad,3,3,257,0,0,0,33.99449,-6.81919,6007202
Marrakech,Guéliz,Rent,Riad,3,5,442,1,1,1,31.59907,-7.97045,81149
Tangier,Moujahidine,Rent,Villa,4,5,477,1,1,1,35.79272,-5.84275,64813
Marrakech,Sidi Ghanem,Buy,Apartment,3,3,101,0,0,1,31.63667,-7.98927,1051669
Rabat,Océan,Rent,Riad,5,3,385,1,1,1,34.018,-6.84294,77224
Rabat,Hay Riad,Buy,Apartment,4,2,72,0,0,0,34.0331,-6.83476,997988
Rabat,Hassan,Buy,Studio,1,1,41,0,0,1,34.01985,-6.87108,459846
Tangier,Malabata,Buy,Studio,1,1,31,0,0,0,35.746,-5.81005,405465
Casablanca,Bourgogne,Rent,Studio,1,1,57,0,0,1,33.61587,-7.57189,6123
Rabat,Souissi,Buy,Land,0,0,1327,0,0,0,34.03678,-6.83733,11869887
Casablanca,Sidi Maârouf,Rent,Studio,1,1,44,0,0,0,33.59633,-7.56862,3861
Rabat,Hassan,Rent,Apartment,2,2,141,0,0,0,34.03403,-6.86787,11223
Marrakech,Medina,Buy,Apartment,3,3,153,0,0,1,31.60743,-7.96537,1614081
Rabat,Agdal,Buy,Land,0,0,1806,0,0,0,34.03738,-6.83554,14940342
Tangier,Malabata,Rent,Studio,1,1,41,0,0,1,35.75401,-5.84048,4406
Tangier,Centre Ville,Buy,Villa,5,4,408,0,1,0,35.76853,-5.83847,6073576
Casablanca,Anfa,Rent,Apartment,2,1,127,0,0,0,33.59339,-7.5646,13889
Casablanca,Maârif,Buy,Apartment,4,1,90,0,0,1,33.56816,-7.62101,1172134
Marrakech,Palmeraie,Buy,Studio,1,1,59,0,0,0,31.65595,-7.99362,744476
Tangier,Centre Ville,Buy,Studio,1,1,55,0,0,1,35.75049,-5.78881,560765
Casablanca,Sidi Maârouf,Buy,Villa,4,5,756,1,1,0,33.58534,-7.5555,12621470
Tangier,Centre Ville,Rent,Apartment,3,3,68,0,0,0,35.75374,-5.80634,4455
Casablanca,Hay Mockh,Rent,Riad,8,4,618,0,1,1,33.56393,-7.64276,124067
Marrakech,Palmeraie,Rent,Apartment,4,1,72,0,0,1,31.68279,-7.94361,9717
Casablanca,Sidi Maârouf,Buy,Apartment,3,3,121,0,0,0,33.60698,-7.57267,1593076
Rabat,Hassan,Buy,Riad,6,2,690,1,1,0,33.99603,-6.84,12155738
Tangier,Malabata,Buy,Riad,5,3,414,1,0,1,35.78738,-5.81637,8553302
Rabat,Hassan,Buy,Apartment,4,2,93,0,0,1,34.01476,-6.84774,1156879
Rabat,Agdal,Rent,Studio,1,1,49,0,0,1,34.01719,-6.87294,5174
Casablanca,Maârif,Buy,Apartment,2,1,128,0,0,1,33.58154,-7.59413,1562890
Rabat,Hassan,Buy,Apartment,2,3,62,0,0,1,33.99492,-6.85301,759258
Marrakech,Medina,Buy,Apartment,2,1,150,0,0,0,31.63875,-7.97356,1626202
Tangier,Marshane,Rent,Apartment,3,1,143,0,0,0,35.7531,-5.82635,7727
Rabat,Océan,Buy,Apartment,4,2,139,0,0,1,33.994,-6.88445,1688985
Tangier,Marshane,Rent,Studio,1,1,44,0,0,0,35.77036,-5.78748,2547
Rabat,Hassan,Rent,Villa,5,6,556,1,1,0,34.03814,-6.84383,65440
Casablanca,Bourgogne,Buy,Apartment,2,1,78,0,0,0,33.56588,-7.56203,892820
Tangier,Malabata,Buy,Villa,4,4,741,1,1,1,35.79394,-5.80556,15108436
Tangier,Malabata,Rent,Apartment,3,1,178,0,0,0,35.75395,-5.82936,15615
Rabat,Souissi,Rent,Apartment,3,1,161,0,0,0,34.02164,-6.85619,12444
Marrakech,Palmeraie,Rent,Apartment,3,1,126,0,0,1,31.6275,-7.96619,17023
Casablanca,Maârif,Buy,Land,0,0,473,0,0,0,33.56704,-7.57659,4960890
Marrakech,Guéliz,Buy,Studio,1,1,36,0,0,1,31.64361,-7.96646,375685
Rabat,Hassan,Rent,Studio,1,1,57,0,0,1,33.97049,-6.84127,5935
Casablanca,Bourgogne,Rent,Apartment,2,3,122,0,0,1,33.54319,-7.61456,12199
Casablanca,Sidi Maârouf,Rent,Apartment,3,3,61,0,0,1,33.58639,-7.58535,6355
Casablanca,Bourgogne,Rent,Apartment,4,3,133,0,0,1,33.5467,-7.60885,14112
Marrakech,Guéliz,Buy,Apartment,3,2,133,0,0,0,31.65783,-7.96408,1452517
Rabat,Hay Riad,Rent,Studio,1,1,47,0,0,1,34.05107,-6.85618,6508
Tangier,Centre Ville,Buy,Riad,4,4,291,1,1,1,35.74011,-5.83941,4530314
Casablanca,Hay Mockh,Buy,Apartment,4,1,158,0,0,1,33.55063,-7.59571,1959932
Rabat,Hay Riad,Rent,Apartment,2,3,110,0,0,0,34.03325,-6.81715,11182
Casablanca,Maârif,Rent,Studio,1,1,48,0,0,0,33.5309,-7.59546,4025
Casablanca,Maârif,Buy,Apartment,2,3,76,0,0,1,33.54467,-7.62921,1043254
Tangier,Marshane,Buy,Apartment,2,3,170,0,0,0,35.74825,-5.84715,1457650
Casablanca,Anfa,Rent,Villa,8,5,243,1,1,1,33.56779,-7.60791,59995
Rabat,Océan,Rent,Apartment,2,3,151,0,0,0,34.03019,-6.82183,10338
Rabat,Souissi,Rent,Apartment,2,1,98,0,0,0,34.03602,-6.78985,7322
Tangier,Centre Ville,Rent,Apartment,3,1,175,0,0,0,35.77038,-5.82706,11432
Tangier,Centre Ville,Rent,Riad,6,5,343,1,0,1,35.77649,-5.85133,46236
Tangier,Centre Ville,Buy,Apartment,2,2,90,0,0,1,35.76971,-5.82644,836749
Casablanca,Maârif,Buy,Apartment,4,2,129,0,0,0,33.53665,-7.61156,1449895
Tangier,Malabata,Buy,Apartment,3,3,97,0,0,0,35.77601,-5.82826,1322901
Marrakech,Guéliz,Buy,Apartment,4,2,170,0,0,0,31.61792,-7.96464,1843615
Tangier,Centre Ville,Buy,Studio,1,1,48,0,0,0,35.7627,-5.85003,459746
Marrakech,Medina,Buy,Apartment,3,1,72,0,0,0,31.66028,-7.96287,663457
Marrakech,Palmeraie,Rent,Riad,8,6,243,1,1,1,31.61235,-7.98614,64399
Tangier,Moujahidine,Buy,Villa,4,5,228,1,1,1,35.7686,-5.79755,3531386
Tangier,Moujahidine,Buy,Apartment,3,1,103,0,0,1,35.80348,-5.81673,1061688
Rabat,Hay Riad,Buy,Villa,7,2,586,1,1,0,34.00373,-6.80769,14123623
Tangier,Malabata,Buy,Land,0,0,171,0,0,0,35.78581,-5.83542,1840951
Casablanca,Bourgogne,Buy,Riad,8,5,531,1,0,1,33.56652,-7.5691,9640216
Rabat,Hassan,Buy,Apartment,3,1,107,0,0,1,34.03059,-6.85475,1278744
Casablanca,Anfa,Rent,Studio,1,1,51,0,0,1,33.59103,-7.60319,7408
Casablanca,Anfa,Buy,Apartment,3,1,61,0,0,0,33.59277,-7.59861,929555
Tangier,Moujahidine,Buy,Villa,4,5,337,1,1,1,35.79889,-5.85477,4529823
Casablanca,Sidi Maârouf,Buy,Land,0,0,1397,0,0,0,33.58873,-7.60841,13236777
Rabat,Souissi,Buy,Apartment,3,1,127,0,0,1,34.02876,-6.84208,1358816
Marrakech,Sidi Ghanem,Buy,Villa,5,3,222,1,1,1,31.66966,-7.95841,3681647
Casablanca,Hay Mockh,Rent,Studio,1,1,45,0,0,0,33.56512,-7.58179,3537
Casablanca,Bourgogne,Buy,Land,0,0,455,0,0,0,33.56719,-7.57162,4275854
Marrakech,Sidi Ghanem,Buy,Riad,7,4,721,1,0,0,31.62579,-8.00336,11224316
Rabat,Agdal,Buy,Apartment,4,1,166,0,0,1,34.02559,-6.8336,1728546
Rabat,Océan,Buy,Apartment,4,2,77,0,0,1,34.04894,-6.83303,972458
Casablanca,Hay Mockh,Buy,Riad,5,3,221,1,1,1,33.61983,-7.60488,4220382
Casablanca,Maârif,Buy,Villa,6,4,235,0,1,1,33.59516,-7.59044,4692633
Casablanca,Bourgogne,Buy,Apartment,3,1,130,0,0,0,33.58355,-7.59684,1684485
Rabat,Océan,Buy,Apartment,2,3,89,0,0,0,34.0088,-6.85283,1010470
Rabat,Hassan,Rent,Studio,1,1,44,0,0,0,33.95008,-6.81267,3077
Rabat,Agdal,Buy,Apartment,2,3,61,0,0,1,34.02216,-6.83676,670795
Casablanca,Sidi Maârouf,Rent,Apartment,2,3,165,0,0,1,33.55771,-7.61032,16285
Tangier,Malabata,Buy,Villa,4,6,330,0,1,0,35.76053,-5.85034,6748383
Marrakech,Guéliz,Rent,Studio,1,1,59,0,0,0,31.64126,-7.97906,3839
Marrakech,Hivernage,Buy,Villa,3,6,235,1,1,0,31.64192,-7.92624,4844833
Tangier,Centre Ville,Buy,Villa,3,4,486,0,1,0,35.76215,-5.84487,6812891
Tangier,Marshane,Buy,Apartment,2,3,87,0,0,0,35.78919,-5.77619,707740
Rabat,Hay Riad,Rent,Apartment,4,3,69,0,0,0,34.02663,-6.83143,7963
Tangier,Marshane,Rent,Studio,1,1,33,0,0,1,35.73932,-5.78963,2431
Marrakech,Hivernage,Buy,Land,0,0,1637,0,0,0,31.61645,-7.99174,19053922
Rabat,Océan,Buy,Riad,6,2,771,1,1,1,34.00862,-6.87466,13597549
Tangier,Centre Ville,Buy,Studio,1,1,35,0,0,0,35.72781,-5.82147,342593
Casablanca,Hay Mockh,Buy,Land,0,0,1824,0,0,0,33.59802,-7.58358,18606920
Rabat,Hay Riad,Rent,Studio,1,1,35,0,0,0,34.01931,-6.837,3783
Rabat,Hay Riad,Buy,Studio,1,1,35,0,0,0,34.02657,-6.82147,573054
Casablanca,Bourgogne,Rent,Apartment,4,1,64,0,0,0,33.60968,-7.60407,4799
Tangier,Moujahidine,Buy,Apartment,2,3,108,0,0,0,35.78329,-5.80733,1057717
Tangier,Malabata,Buy,Studio,1,1,34,0,0,1,35.76514,-5.82097,458321
Tangier,Centre Ville,Buy,Riad,3,3,235,0,1,1,35.79327,-5.84612,3793882
Tangier,Moujahidine,Buy,Land,0,0,1577,0,0,0,35.74347,-5.86976,10467704
Marrakech,Guéliz,Rent,Studio,1,1,48,0,0,0,31.65568,-8.01132,3471
Tangier,Malabata,Buy,Apartment,2,2,119,0,0,0,35.74975,-5.87082,1458868
Rabat,Agdal,Buy,Studio,1,1,31,0,0,0,34.04184,-6.84272,330609
Marrakech,Hivernage,Buy,Apartment,3,3,61,0,0,0,31.62463,-7.95063,786960
Tangier,Centre Ville,Rent,Apartment,4,2,71,0,0,0,35.75585,-5.83187,4395
Casablanca,Hay Mockh,Buy,Riad,4,3,295,0,1,0,33.55961,-7.57887,5864412
Casablanca,Bourgogne,Buy,Villa,6,2,599,1,1,0,33.60225,-7.57607,10712313
Casablanca,Sidi Maârouf,Buy,Land,0,0,747,0,0,0,33.56846,-7.61945,7676551
Rabat,Hassan,Buy,Land,0,0,1722,0,0,0,34.01925,-6.82786,15627494
Casablanca,Hay Mockh,Rent,Apartment,2,3,81,0,0,1,33.60492,-7.59876,8426
Casablanca,Hay Mockh,Buy,Riad,3,5,462,0,1,1,33.57393,-7.59285,8905969
Marrakech,Hivernage,Buy,Studio,1,1,54,0,0,0,31.64944,-7.97864,788176
Marrakech,Hivernage,Buy,Studio,1,1,41,0,0,0,31.62705,-7.99747,543629
Tangier,Malabata,Buy,Villa,4,4,385,0,1,1,35.73453,-5.81566,7200389
Casablanca,Anfa,Rent,Villa,8,2,797,0,1,1,33.61018,-7.64493,179121
Tangier,Moujahidine,Buy,Apartment,2,2,138,0,0,0,35.7662,-5.80467,1284003
Marrakech,Palmeraie,Rent,Apartment,4,3,105,0,0,0,31.63305,-7.98112,10268
Marrakech,Hivernage,Rent,Apartment,3,2,70,0,0,1,31.641,-7.96487,9113
Rabat,Océan,Buy,Land,0,0,149,0,0,0,34.03908,-6.85603,1332547
Marrakech,Medina,Buy,Studio,1,1,60,0,0,0,31.62986,-8.01011,625333
Rabat,Océan,Buy,Apartment,4,2,74,0,0,0,33.98902,-6.84099,875035
Marrakech,Guéliz,Rent,Villa,3,6,313,0,1,1,31.6133,-8.00751,47903
Casablanca,Anfa,Rent,Apartment,3,3,172,0,0,0,33.57327,-7.60524,19809
Rabat,Océan,Rent,Villa,7,5,461,1,1,0,34.01727,-6.83057,53757
Tangier,Centre Ville,Buy,Apartment,2,2,108,0,0,1,35.74494,-5.8411,1012778
Casablanca,Bourgogne,Buy,Apartment,4,2,99,0,0,0,33.58651,-7.61258,1172497
Casablanca,Bourgogne,Rent,Apartment,4,1,116,0,0,1,33.59648,-7.5887,12624
Casablanca,Bourgogne,Rent,Apartment,2,3,64,0,0,0,33.55886,-7.59678,5075
Marrakech,Guéliz,Buy,Villa,6,4,244,0,1,1,31.64656,-7.95854,4076632
Marrakech,Palmeraie,Rent,Riad,7,3,402,1,1,0,31.63352,-7.98241,79330
Rabat,Océan,Rent,Apartment,3,2,117,0,0,1,34.01554,-6.89267,11077
Casablanca,Bourgogne,Rent,Villa,4,2,429,1,1,1,33.58157,-7.58349,65941
Rabat,Souissi,Buy,Apartment,3,1,78,0,0,1,34.03865,-6.84481,899737
Casablanca,Anfa,Rent,Apartment,2,1,85,0,0,1,33.60489,-7.59307,13606
Tangier,Centre Ville,Buy,Land,0,0,1874,0,0,0,35.7684,-5.82842,12349402
Casablanca,Sidi Maârouf,Buy,Apartment,3,1,172,0,0,0,33.59289,-7.57173,2269124
Marrakech,Guéliz,Buy,Apartment,2,1,62,0,0,1,31.58862,-7.96356,629266
Tangier,Centre Ville,Rent,Apartment,3,3,151,0,0,1,35.77729,-5.83186,12750
Tangier,Centre Ville,Rent,Apartment,4,1,138,0,0,0,35.74318,-5.85098,7609
Casablanca,Maârif,Rent,Apartment,3,1,111,0,0,1,33.59859,-7.54393,11171
Casablanca,Bourgogne,Buy,Studio,1,1,60,0,0,1,33.55994,-7.59468,738634
Casablanca,Hay Mockh,Rent,Apartment,4,3,140,0,0,0,33.57049,-7.61392,10575
Marrakech,Hivernage,Buy,Apartment,4,2,85,0,0,1,31.60453,-7.97696,1116245
Tangier,Malabata,Buy,Riad,6,2,754,1,1,1,35.76523,-5.84801,16020557
Casablanca,Bourgogne,Buy,Apartment,3,2,93,0,0,0,33.56704,-7.58059,1093302
Casablanca,Maârif,Rent,Riad,3,6,727,0,0,0,33.59417,-7.57325,114796
Casablanca,Anfa,Rent,Villa,6,2,298,1,1,0,33.57987,-7.58593,58429
Casablanca,Bourgogne,Buy,Land,0,0,1237,0,0,0,33.5689,-7.58948,10713934
Rabat,Souissi,Buy,Apartment,3,3,78,0,0,1,33.97681,-6.86318,983859
Rabat,Hay Riad,Rent,Studio,1,1,30,0,0,0,34.02088,-6.82301,3116
Rabat,Agdal,Buy,Riad,3,4,408,0,0,0,34.00695,-6.84762,6843090
Casablanca,Hay Mockh,Rent,Apartment,3,2,180,0,0,1,33.58857,-7.61656,20421
Rabat,Souissi,Buy,Land,0,0,1291,0,0,0,34.03499,-6.82404,11165534
Rabat,Hassan,Rent,Studio,1,1,43,0,0,0,34.01878,-6.82371,2908
Casablanca,Maârif,Buy,Apartment,2,3,77,0,0,0,33.6127,-7.58608,1000634
Casablanca,Anfa,Buy,Villa,8,6,293,1,1,0,33.55273,-7.61169,8266419
Marrakech,Hivernage,Buy,Apartment,4,2,136,0,0,1,31.62829,-7.99927,1940304
Rabat,Agdal,Buy,Apartment,2,2,78,0,0,0,34.02141,-6.86485,927805
Rabat,Océan,Rent,Villa,3,5,468,1,1,1,34.05065,-6.83037,67289
Tangier,Centre Ville,Buy,Villa,5,3,621,0,1,1,35.75032,-5.82143,8942105
Marrakech,Medina,Buy,Apartment,3,1,61,0,0,0,31.66069,-8.00404,560395
Marrakech,Sidi Ghanem,Buy,Apartment,2,3,77,0,0,1,31.64068,-8.00218,754125
Rabat,Agdal,Buy,Land,0,0,1224,0,0,0,34.04372,-6.83257,11606140
Casablanca,Hay Mockh,Rent,Studio,1,1,60,0,0,0,33.56573,-7.61575,4855
Marrakech,Medina,Buy,Apartment,3,3,62,0,0,0,31.64545,-8.01188,602313
Tangier,Malabata,Buy,Riad,3,2,675,1,0,0,35.74833,-5.84238,14246440
Tangier,Malabata,Buy,Apartment,2,1,76,0,0,1,35.73542,-5.85523,928630
Marrakech,Palmeraie,Buy,Studio,1,1,32,0,0,0,31.65417,-7.97539,414630
Marrakech,Hivernage,Buy,Villa,4,6,637,0,1,0,31.65332,-7.95968,14135985
Casablanca,Sidi Maârouf,Buy,Apartment,4,3,107,0,0,0,33.59484,-7.57091,1410725
Tangier,Moujahidine,Buy,Riad,5,3,464,0,1,1,35.78161,-5.83311,7510435
Rabat,Hay Riad,Buy,Villa,4,5,629,1,1,1,34.0249,-6.84903,15625580
Rabat,Hassan,Buy,Apartment,2,1,139,0,0,0,33.99472,-6.8219,1608590
Marrakech,Guéliz,Rent,Villa,5,5,409,1,1,0,31.61256,-7.97526,47408
Marrakech,Medina,Buy,Land,0,0,581,0,0,0,31.64333,-7.99291,4511863
Rabat,Océan,Buy,Studio,1,1,60,0,0,0,34.01775,-6.85605,638525
Tangier,Moujahidine,Buy,Apartment,4,1,80,0,0,1,35.77752,-5.80152,843248
Casablanca,Anfa,Buy,Apartment,3,3,83,0,0,0,33.5889,-7.57908,1505641
Casablanca,Bourgogne,Rent,Apartment,3,2,150,0,0,1,33.55967,-7.62663,14568
Rabat,Hassan,Buy,Riad,4,3,482,1,1,1,34.06292,-6.84227,8067258
Tangier,Moujahidine,Buy,Land,0,0,1845,0,0,0,35.77763,-5.82839,12304825
Tangier,Marshane,Buy,Apartment,4,2,120,0,0,0,35.72544,-5.85178,1098487
Casablanca,Anfa,Rent,Villa,7,2,412,0,1,0,33.59235,-7.59688,72506
Casablanca,Bourgogne,Rent,Apartment,3,3,132,0,0,0,33.56615,-7.56852,10635
Rabat,Hay Riad,Buy,Apartment,2,1,100,0,0,1,34.01643,-6.87884,1499332
Marrakech,Medina,Rent,Apartment,2,2,152,0,0,0,31.60803,-8.00457,11622
Tangier,Centre Ville,Buy,Studio,1,1,60,0,0,0,35.76865,-5.8107,506626
Casablanca,Sidi Maârouf,Buy,Villa,8,5,458,1,1,1,33.60461,-7.57576,9415400
Marrakech,Medina,Buy,Apartment,3,3,160,0,0,0,31.64919,-7.96542,1673515
Tangier,Marshane,Buy,Land,0,0,1740,0,0,0,35.74647,-5.8184,11421881
Rabat,Agdal,Buy,Studio,1,1,54,0,0,0,34.0283,-6.85768,535029
Tangier,Centre Ville,Rent,Apartment,4,3,70,0,0,1,35.76736,-5.8228,5178
Tangier,Centre Ville,Buy,Apartment,2,3,114,0,0,0,35.76215,-5.87022,1074224
Marrakech,Medina,Rent,Apartment,4,3,160,0,0,0,31.627,-7.96607,12183
Marrakech,Guéliz,Buy,Villa,7,6,483,1,1,0,31.64804,-7.99461,7030899
Casablanca,Hay Mockh,Rent,Riad,6,4,218,0,0,0,33.54572,-7.59589,32340
Casablanca,Anfa,Buy,Apartment,2,1,164,0,0,1,33.55497,-7.60431,2737793
Rabat,Hay Riad,Buy,Riad,8,4,284,1,0,1,34.01316,-6.85161,6993549
Casablanca,Hay Mockh,Rent,Apartment,2,2,138,0,0,1,33.57552,-7.59391,15177
Tangier,Malabata,Buy,Apartment,2,2,78,0,0,0,35.77242,-5.8528,1050011
Tangier,Malabata,Buy,Apartment,2,1,80,0,0,0,35.79395,-5.89421,987968
Marrakech,Guéliz,Buy,Riad,7,5,763,1,1,1,31.63929,-8.01069,13031911
Casablanca,Maârif,Rent,Apartment,2,2,64,0,0,1,33.57599,-7.57234,6279
Marrakech,Medina,Rent,Apartment,3,1,90,0,0,0,31.58983,-7.96967,6464
Tangier,Malabata,Rent,Apartment,4,2,157,0,0,1,35.74536,-5.83251,18450
Tangier,Malabata,Rent,Villa,8,2,597,1,1,0,35.72959,-5.86647,83629
Rabat,Océan,Buy,Riad,3,6,464,0,1,1,34.07269,-6.83871,8750041
Tangier,Marshane,Buy,Villa,5,2,323,0,1,1,35.78307,-5.87169,4137277
Rabat,Hay Riad,Rent,Apartment,3,3,81,0,0,1,34.02191,-6.81635,11567
Casablanca,Hay Mockh,Rent,Apartment,2,3,127,0,0,1,33.56941,-7.58443,11970
Tangier,Malabata,Buy,Riad,6,3,679,1,0,0,35.72114,-5.87764,14443029
Casablanca,Hay Mockh,Rent,Riad,3,5,228,1,1,1,33.56656,-7.61155,48035
Tangier,Centre Ville,Buy,Studio,1,1,34,0,0,1,35.74229,-5.80692,329108
Tangier,Marshane,Rent,Studio,1,1,45,0,0,0,35.76089,-5.84999,2780
Casablanca,Bourgogne,Buy,Villa,4,5,546,1,1,0,33.56009,-7.5648,9478659
Tangier,Malabata,Rent,Apartment,2,1,162,0,0,0,35.74547,-5.83915,13122
Casablanca,Bourgogne,Buy,Land,0,0,850,0,0,0,33.56328,-7.57631,7562823
Rabat,Hassan,Rent,Studio,1,1,57,0,0,1,33.99462,-6.8375,5936
Casablanca,Maârif,Rent,Studio,1,1,35,0,0,1,33.56,-7.61916,3643
Rabat,Hay Riad,Buy,Land,0,0,1735,0,0,0,33.9922,-6.83393,20962047
Marrakech,Hivernage,Buy,Villa,6,3,366,1,1,0,31.62424,-7.95163,8157890
Casablanca,Hay Mockh,Buy,Riad,7,5,764,0,1,0,33.5736,-7.56606,14712287
Tangier,Malabata,Rent,Apartment,3,2,147,0,0,1,35.75609,-5.82585,17017
Casablanca,Hay Mockh,Buy,Studio,1,1,49,0,0,1,33.57648,-7.57782,688778
Marrakech,Sidi Ghanem,Rent,Villa,5,3,291,0,1,1,31.61448,-7.96319,42996
Tangier,Marshane,Buy,Studio,1,1,56,0,0,0,35.78198,-5.85716,484268
Casablanca,Maârif,Buy,Apartment,3,1,87,0,0,0,33.54267,-7.55453,973422
Casablanca,Bourgogne,Rent,Apartment,3,1,96,0,0,1,33.59407,-7.5827,9027
Casablanca,Bourgogne,Rent,Apartment,4,1,133,0,0,0,33.55908,-7.58006,10154
Rabat,Océan,Rent,Apartment,2,1,63,0,0,0,34.00792,-6.86581,4940
Casablanca,Hay Mockh,Buy,Apartment,4,1,164,0,0,0,33.56568,-7.54524,2139045
Marrakech,Guéliz,Rent,Riad,4,2,577,1,1,1,31.61198,-7.96658,106349
Tangier,Marshane,Buy,Riad,6,3,436,1,1,1,35.75067,-5.84692,6742550
Marrakech,Medina,Rent,Apartment,4,1,71,0,0,0,31.6589,-8.00745,4957
Casablanca,Maârif,Rent,Villa,5,5,630,0,1,1,33.53647,-7.60782,91497
Tangier,Moujahidine,Rent,Apartment,2,2,120,0,0,0,35.75732,-5.81994,6540
Rabat,Souissi,Rent,Apartment,4,1,77,0,0,1,33.99571,-6.83446,7505
Casablanca,Hay Mockh,Rent,Studio,1,1,59,0,0,0,33.56405,-7.62872,4928
Casablanca,Anfa,Buy,Studio,1,1,37,0,0,1,33.55378,-7.55488,672134
Tangier,Malabata,Buy,Riad,5,4,465,0,1,1,35.77741,-5.83473,9225078
Tangier,Centre Ville,Buy,Apartment,2,3,109,0,0,0,35.75704,-5.81595,897368
Rabat,Souissi,Buy,Apartment,3,3,167,0,0,1,34.01896,-6.8614,1766472
Rabat,Hassan,Buy,Apartment,3,2,78,0,0,0,34.00654,-6.85391,867012
Casablanca,Hay Mockh,Buy,Villa,3,2,671,0,1,1,33.57502,-7.60315,12955617
Tangier,Malabata,Rent,Apartment,3,2,163,0,0,0,35.77136,-5.84904,13943
Tangier,Centre Ville,Buy,Apartment,3,3,152,0,0,0,35.76321,-5.83534,1297035
Casablanca,Hay Mockh,Buy,Villa,5,4,433,1,1,1,33.57127,-7.61086,8874596
Tangier,Marshane,Buy,Land,0,0,1782,0,0,0,35.76871,-5.86563,13712751
Casablanca,Sidi Maârouf,Buy,Apartment,4,2,150,0,0,0,33.55598,-7.60889,1653657
Marrakech,Palmeraie,Rent,Apartment,2,1,132,0,0,0,31.63032,-7.97882,12744
Rabat,Hassan,Buy,Apartment,4,3,111,0,0,1,34.06434,-6.84867,1158028
Tangier,Centre Ville,Buy,Apartment,4,3,166,0,0,0,35.7568,-5.83686,1622152
Casablanca,Hay Mockh,Buy,Riad,6,5,456,0,1,1,33.53755,-7.58028,9120509
Marrakech,Hivernage,Buy,Apartment,3,1,170,0,0,1,31.61424,-7.97329,2279664
Marrakech,Medina,Buy,Riad,4,6,610,1,1,0,31.60654,-7.94432,9851316
Marrakech,Hivernage,Buy,Riad,7,5,716,1,1,0,31.63955,-7.98088,17958417
Casablanca,Sidi Maârouf,Buy,Studio,1,1,46,0,0,1,33.58939,-7.52986,548417
Tangier,Centre Ville,Buy,Land,0,0,461,0,0,0,35.77296,-5.82083,3093447
Casablanca,Sidi Maârouf,Rent,Apartment,3,1,93,0,0,0,33.58826,-7.6249,7238
Casablanca,Bourgogne,Buy,Apartment,4,1,120,0,0,0,33.56254,-7.59537,1552849
Tangier,Malabata,Rent,Apartment,3,3,169,0,0,0,35.76524,-5.80749,13448
Rabat,Agdal,Rent,Apartment,3,1,147,0,0,1,34.01568,-6.84038,15747
Rabat,Hassan,Rent,Riad,6,2,685,1,1,0,34.02369,-6.86559,87466
Rabat,Souissi,Buy,Villa,5,3,646,1,1,1,34.03702,-6.8398,11926321
Casablanca,Anfa,Buy,Apartment,4,2,78,0,0,1,33.54099,-7.59132,1433770
Tangier,Centre Ville,Rent,Riad,6,3,666,1,0,1,35.76863,-5.82317,91763
Marrakech,Hivernage,Buy,Apartment,3,1,73,0,0,1,31.60398,-7.98177,1061809
